edad,estcivil,ingrmens,educacion,satlab,genero,familia
47,Casado,3412,Post-universitario,Neutro,Mujer,2
38,Soltero,2132,Bachillerato completo,Insatisfecho,Hombre,1
53,Casado,5197,Universitario completo,Satisfecho,Mujer,2
46,Casado,3175,Bachillerato incompleto,Muy satisfecho,Mujer,5
36,Soltero,1674,Bachillerato incompleto,Insatisfecho,Hombre,1
34,Soltero,3001,Post-universitario,Neutro,Hombre,1
53,Soltero,2306,Bachillerato incompleto,Muy satisfecho,Hombre,1
38,Soltero,1832,Bachillerato completo,Muy satisfecho,Mujer,1
33,Soltero,1737,Bachillerato completo,Insatisfecho,Hombre,3
60,Soltero,8705,Bachillerato completo,Muy satisfecho,Hombre,3
25,Casado,2306,Universitario incompleto,Neutro,Mujer,3
39,Soltero,2575,Universitario incompleto,Muy satisfecho,Mujer,1
38,Soltero,2385,Universitario completo,Satisfecho,Hombre,2
43,Casado,1785,Universitario completo,Satisfecho,Hombre,5
54,Casado,1690,Universitario completo,Neutro,Hombre,3
56,Soltero,1800,Bachillerato incompleto,Neutro,Mujer,1
31,Soltero,2480,Universitario completo,Insatisfecho,Hombre,1
40,Soltero,2085,Post-universitario,Insatisfecho,Hombre,1
75,Casado,1769,Bachillerato incompleto,Satisfecho,Hombre,2
22,Soltero,1642,Universitario completo,Muy insatisfecho,Hombre,1
36,Soltero,2701,Universitario completo,Insatisfecho,Hombre,1
73,Soltero,1595,Bachillerato completo,Satisfecho,Hombre,1
72,Casado,2985,Bachillerato completo,Muy satisfecho,Hombre,2
35,Casado,2180,Universitario incompleto,Neutro,Hombre,3
55,Soltero,1943,Bachillerato completo,Satisfecho,Mujer,1
27,Casado,1785,Bachillerato completo,Satisfecho,Hombre,3
51,Casado,3333,Bachillerato completo,Satisfecho,Hombre,4
34,Casado,1706,Bachillerato completo,Muy insatisfecho,Mujer,5
67,Casado,5561,Universitario completo,Satisfecho,Mujer,2
40,Casado,2906,Bachillerato completo,Neutro,Hombre,2
42,Soltero,2195,Universitario incompleto,Muy insatisfecho,Mujer,1
44,Soltero,2101,Bachillerato completo,Satisfecho,Hombre,1
53,Casado,1832,Bachillerato incompleto,Neutro,Hombre,7
60,Soltero,3933,Bachillerato completo,Muy satisfecho,Hombre,2
25,Casado,2022,Universitario completo,Muy insatisfecho,Mujer,4
28,Casado,1832,Universitario incompleto,Insatisfecho,Mujer,3
57,Casado,2022,Bachillerato incompleto,Insatisfecho,Hombre,2
28,Casado,1690,Bachillerato incompleto,Insatisfecho,Mujer,3
31,Casado,1879,Universitario incompleto,Neutro,Hombre,4
30,Casado,1563,Universitario completo,Insatisfecho,Mujer,2
38,Soltero,1879,Universitario completo,Insatisfecho,Hombre,1
37,Soltero,1943,Universitario completo,Satisfecho,Hombre,3
26,Soltero,1627,Universitario completo,Muy insatisfecho,Hombre,3
61,Soltero,1706,Universitario completo,Neutro,Mujer,1
33,Soltero,2922,Universitario completo,Muy satisfecho,Hombre,1
33,Casado,2338,Bachillerato completo,Neutro,Mujer,4
52,Casado,2306,Universitario incompleto,Satisfecho,Hombre,2
51,Casado,2970,Universitario completo,Satisfecho,Hombre,2
51,Soltero,3222,Universitario incompleto,Neutro,Hombre,1
59,Soltero,1895,Universitario completo,Insatisfecho,Mujer,1
46,Casado,1927,Bachillerato incompleto,Neutro,Mujer,2
18,Soltero,1563,Bachillerato completo,Muy insatisfecho,Mujer,1
56,Casado,2085,Bachillerato incompleto,Insatisfecho,Hombre,2
56,Soltero,1737,Bachillerato completo,Muy insatisfecho,Hombre,1
19,Soltero,1674,Bachillerato completo,Muy insatisfecho,Hombre,1
29,Soltero,1958,Universitario completo,Muy insatisfecho,Hombre,1
45,Casado,2306,Universitario completo,Neutro,Mujer,2
45,Casado,2069,Universitario incompleto,Neutro,Hombre,4
35,Soltero,1990,Universitario incompleto,Insatisfecho,Mujer,1
48,Soltero,2559,Universitario incompleto,Neutro,Mujer,1
38,Soltero,3617,Bachillerato completo,Muy satisfecho,Mujer,1
45,Soltero,1706,Bachillerato completo,Neutro,Hombre,1
47,Soltero,2638,Universitario completo,Satisfecho,Hombre,1
33,Casado,1990,Post-universitario,Insatisfecho,Mujer,2
39,Soltero,1943,Bachillerato incompleto,Satisfecho,Hombre,1
40,Casado,2116,Bachillerato completo,Satisfecho,Hombre,2
41,Soltero,1879,Bachillerato incompleto,Muy insatisfecho,Hombre,2
42,Soltero,2827,Bachillerato completo,Neutro,Mujer,1
51,Soltero,3159,Bachillerato completo,Muy satisfecho,Hombre,3
39,Casado,2685,Bachillerato incompleto,Muy satisfecho,Hombre,4
26,Casado,1595,Bachillerato completo,Muy insatisfecho,Mujer,2
51,Casado,2843,Universitario incompleto,Insatisfecho,Hombre,2
67,Soltero,1532,Universitario incompleto,Muy insatisfecho,Mujer,1
51,Casado,1690,Bachillerato incompleto,Muy insatisfecho,Hombre,5
54,Casado,2748,Bachillerato incompleto,Insatisfecho,Mujer,2
32,Soltero,1895,Universitario completo,Insatisfecho,Mujer,1
36,Casado,2748,Universitario incompleto,Satisfecho,Hombre,5
36,Casado,2290,Universitario incompleto,Insatisfecho,Mujer,7
74,Soltero,3033,Universitario incompleto,Satisfecho,Hombre,1
46,Casado,2195,Bachillerato incompleto,Insatisfecho,Mujer,4
32,Soltero,1690,Post-universitario,Muy insatisfecho,Hombre,1
27,Casado,1816,Post-universitario,Insatisfecho,Hombre,5
42,Soltero,2575,Universitario incompleto,Insatisfecho,Mujer,2
28,Soltero,2101,Universitario completo,Satisfecho,Mujer,3
28,Soltero,1579,Universitario completo,Insatisfecho,Hombre,2
31,Soltero,1974,Universitario completo,Insatisfecho,Mujer,1
32,Soltero,2543,Universitario incompleto,Neutro,Mujer,1
46,Casado,3933,Bachillerato completo,Satisfecho,Mujer,3
36,Casado,1721,Bachillerato completo,Insatisfecho,Mujer,2
45,Soltero,5719,Bachillerato completo,Satisfecho,Hombre,1
38,Soltero,1642,Bachillerato completo,Insatisfecho,Mujer,2
28,Casado,1690,Universitario completo,Muy insatisfecho,Mujer,6
37,Soltero,3001,Universitario completo,Muy insatisfecho,Mujer,1
56,Casado,3380,Universitario completo,Neutro,Hombre,2
56,Casado,1500,Bachillerato completo,Muy insatisfecho,Mujer,2
42,Casado,2480,Bachillerato incompleto,Muy satisfecho,Hombre,3
47,Casado,1927,Universitario completo,Neutro,Hombre,4
21,Soltero,1563,Universitario incompleto,Muy insatisfecho,Hombre,1
40,Soltero,4265,Bachillerato completo,Neutro,Hombre,1
44,Casado,1864,Bachillerato incompleto,Insatisfecho,Hombre,3
64,Casado,3728,Bachillerato completo,Muy satisfecho,Hombre,2
38,Casado,2022,Bachillerato incompleto,Neutro,Mujer,4
26,Casado,1611,Bachillerato completo,Satisfecho,Mujer,4
48,Casado,3444,Bachillerato completo,Neutro,Hombre,2
50,Casado,4012,Bachillerato incompleto,Muy satisfecho,Hombre,2
60,Casado,2669,Post-universitario,Satisfecho,Hombre,4
32,Casado,2211,Universitario incompleto,Muy satisfecho,Mujer,4
38,Casado,2527,Bachillerato completo,Insatisfecho,Hombre,8
52,Soltero,1816,Bachillerato incompleto,Insatisfecho,Mujer,2
46,Soltero,2401,Bachillerato completo,Satisfecho,Mujer,1
35,Casado,2101,Bachillerato completo,Neutro,Mujer,3
23,Casado,2211,Bachillerato incompleto,Satisfecho,Hombre,3
52,Casado,1927,Bachillerato incompleto,Insatisfecho,Hombre,2
24,Soltero,1642,Universitario completo,Muy insatisfecho,Hombre,2
27,Soltero,1595,Universitario incompleto,Insatisfecho,Hombre,1
29,Casado,2053,Universitario completo,Insatisfecho,Mujer,5
48,Casado,2353,Bachillerato completo,Muy satisfecho,Hombre,2
42,Soltero,3064,Universitario completo,Muy satisfecho,Hombre,1
60,Casado,1864,Bachillerato completo,Muy satisfecho,Mujer,2
23,Soltero,1595,Bachillerato completo,Satisfecho,Hombre,3
61,Casado,1563,Bachillerato completo,Satisfecho,Hombre,2
64,Casado,2195,Bachillerato incompleto,Satisfecho,Mujer,2
50,Casado,2069,Bachillerato incompleto,Insatisfecho,Hombre,2
53,Soltero,1832,Universitario incompleto,Satisfecho,Mujer,1
27,Casado,2069,Universitario completo,Neutro,Hombre,4
53,Soltero,2369,Universitario incompleto,Insatisfecho,Hombre,1
43,Soltero,2733,Bachillerato completo,Insatisfecho,Hombre,1
63,Soltero,6461,Bachillerato completo,Muy satisfecho,Hombre,1
39,Casado,2353,Bachillerato completo,Muy satisfecho,Mujer,2
66,Casado,1516,Bachillerato incompleto,Muy satisfecho,Mujer,2
21,Soltero,1579,Universitario incompleto,Neutro,Hombre,3
27,Soltero,1943,Bachillerato completo,Neutro,Hombre,1
34,Soltero,2575,Post-universitario,Insatisfecho,Hombre,3
36,Casado,1911,Bachillerato incompleto,Satisfecho,Mujer,4
42,Casado,3380,Universitario incompleto,Muy satisfecho,Mujer,2
44,Soltero,2401,Universitario incompleto,Insatisfecho,Mujer,1
40,Casado,4249,Universitario completo,Neutro,Mujer,5
46,Casado,3412,Universitario completo,Satisfecho,Mujer,2
53,Soltero,2938,Universitario completo,Neutro,Hombre,1
42,Soltero,2480,Universitario incompleto,Muy satisfecho,Hombre,2
31,Casado,1832,Universitario completo,Satisfecho,Mujer,5
34,Soltero,1690,Universitario completo,Insatisfecho,Hombre,1
28,Soltero,2764,Post-universitario,Insatisfecho,Hombre,1
46,Casado,2733,Bachillerato incompleto,Satisfecho,Hombre,4
36,Casado,2259,Bachillerato completo,Muy satisfecho,Mujer,2
23,Soltero,1769,Universitario incompleto,Muy insatisfecho,Hombre,1
39,Casado,2116,Universitario completo,Neutro,Mujer,5
60,Casado,9969,Universitario completo,Satisfecho,Mujer,6
25,Casado,1674,Universitario completo,Muy insatisfecho,Hombre,2
24,Soltero,1642,Bachillerato completo,Insatisfecho,Hombre,2
47,Soltero,1911,Universitario incompleto,Insatisfecho,Hombre,4
44,Casado,2211,Bachillerato incompleto,Satisfecho,Hombre,6
42,Casado,1769,Post-universitario,Insatisfecho,Mujer,3
57,Soltero,5750,Bachillerato completo,Muy satisfecho,Mujer,1
42,Soltero,2717,Universitario completo,Satisfecho,Hombre,1
47,Soltero,2464,Universitario completo,Neutro,Hombre,1
34,Casado,1816,Bachillerato completo,Satisfecho,Mujer,6
34,Casado,2274,Universitario incompleto,Muy insatisfecho,Hombre,5
36,Casado,1943,Bachillerato completo,Neutro,Mujer,4
43,Soltero,2274,Bachillerato incompleto,Muy satisfecho,Mujer,1
37,Soltero,2559,Bachillerato completo,Insatisfecho,Hombre,1
31,Casado,2432,Universitario incompleto,Neutro,Mujer,5
70,Casado,1579,Universitario incompleto,Insatisfecho,Hombre,3
26,Soltero,1706,Universitario incompleto,Muy satisfecho,Mujer,1
39,Soltero,1753,Universitario completo,Satisfecho,Hombre,1
41,Casado,2685,Bachillerato incompleto,Muy satisfecho,Mujer,2
56,Casado,4218,Bachillerato completo,Muy insatisfecho,Mujer,2
39,Soltero,1832,Universitario completo,Muy insatisfecho,Mujer,1
63,Casado,1532,Universitario completo,Insatisfecho,Hombre,2
35,Casado,3033,Universitario completo,Muy satisfecho,Hombre,2
52,Soltero,2306,Bachillerato incompleto,Satisfecho,Hombre,1
50,Soltero,2543,Universitario completo,Neutro,Mujer,1
57,Soltero,5024,Post-universitario,Insatisfecho,Hombre,1
20,Casado,1579,Bachillerato incompleto,Insatisfecho,Hombre,4
22,Casado,1769,Universitario incompleto,Muy insatisfecho,Mujer,3
19,Soltero,1627,Bachillerato completo,Muy insatisfecho,Mujer,2
28,Soltero,1816,Bachillerato incompleto,Muy satisfecho,Hombre,1
46,Soltero,1974,Universitario incompleto,Muy insatisfecho,Hombre,1
26,Soltero,1706,Universitario completo,Muy insatisfecho,Mujer,3
38,Casado,2527,Bachillerato incompleto,Neutro,Mujer,4
62,Soltero,10174,Bachillerato completo,Muy satisfecho,Hombre,1
53,Soltero,5340,Bachillerato completo,Satisfecho,Mujer,1
34,Casado,2085,Universitario completo,Muy satisfecho,Hombre,5
20,Soltero,1690,Universitario incompleto,Neutro,Mujer,1
34,Soltero,2195,Bachillerato completo,Neutro,Hombre,1
41,Casado,3459,Universitario completo,Neutro,Hombre,2
31,Soltero,2132,Universitario completo,Neutro,Hombre,1
51,Soltero,4565,Bachillerato completo,Satisfecho,Mujer,1
70,Casado,6604,Universitario incompleto,Muy satisfecho,Hombre,4
74,Casado,1706,Bachillerato completo,Neutro,Hombre,2
30,Casado,2875,Universitario incompleto,Muy satisfecho,Hombre,3
52,Casado,1895,Universitario completo,Satisfecho,Hombre,2
25,Soltero,1563,Universitario completo,Muy insatisfecho,Hombre,1
52,Soltero,2227,Bachillerato completo,Muy satisfecho,Hombre,2
61,Casado,1864,Bachillerato incompleto,Muy satisfecho,Hombre,4
28,Casado,1911,Bachillerato completo,Insatisfecho,Hombre,4
47,Soltero,1927,Bachillerato completo,Muy insatisfecho,Mujer,5
39,Casado,2590,Universitario completo,Muy insatisfecho,Hombre,3
35,Soltero,2069,Universitario completo,Muy insatisfecho,Hombre,1
29,Casado,2148,Universitario incompleto,Muy satisfecho,Hombre,3
52,Soltero,1816,Universitario incompleto,Satisfecho,Mujer,1
36,Casado,1958,Post-universitario,Insatisfecho,Mujer,4
27,Soltero,1737,Universitario completo,Insatisfecho,Hombre,2
38,Casado,2180,Universitario completo,Neutro,Hombre,4
40,Soltero,2132,Bachillerato incompleto,Satisfecho,Mujer,4
32,Soltero,1832,Universitario incompleto,Neutro,Hombre,1
26,Casado,1548,Bachillerato completo,Neutro,Hombre,5
42,Casado,3633,Universitario completo,Muy satisfecho,Mujer,3
29,Casado,1911,Universitario incompleto,Insatisfecho,Mujer,4
42,Casado,3570,Bachillerato incompleto,Muy satisfecho,Hombre,2
37,Soltero,2290,Bachillerato completo,Satisfecho,Mujer,3
44,Casado,2369,Universitario incompleto,Muy satisfecho,Mujer,2
43,Casado,2906,Bachillerato completo,Muy satisfecho,Hombre,3
38,Casado,1927,Bachillerato completo,Satisfecho,Mujer,2
41,Casado,2733,Universitario completo,Satisfecho,Mujer,4
25,Casado,1879,Universitario completo,Insatisfecho,Hombre,3
28,Casado,1974,Universitario completo,Muy satisfecho,Hombre,6
31,Casado,2338,Bachillerato completo,Insatisfecho,Mujer,4
56,Casado,2448,Universitario completo,Neutro,Hombre,2
36,Soltero,1911,Universitario incompleto,Satisfecho,Hombre,1
34,Casado,1595,Post-universitario,Muy insatisfecho,Mujer,5
30,Soltero,2116,Bachillerato completo,Satisfecho,Hombre,1
24,Casado,1611,Universitario incompleto,Neutro,Hombre,6
26,Soltero,1737,Universitario incompleto,Muy insatisfecho,Mujer,2
37,Casado,4265,Universitario incompleto,Muy satisfecho,Hombre,2
29,Casado,1943,Universitario completo,Insatisfecho,Mujer,4
30,Casado,3159,Universitario completo,Muy satisfecho,Mujer,4
50,Soltero,4866,Bachillerato completo,Muy satisfecho,Mujer,1
31,Soltero,2353,Universitario incompleto,Insatisfecho,Hombre,3
40,Soltero,2417,Bachillerato completo,Satisfecho,Mujer,4
46,Soltero,2338,Bachillerato completo,Muy insatisfecho,Mujer,1
36,Soltero,1974,Bachillerato completo,Insatisfecho,Hombre,2
54,Casado,2195,Bachillerato completo,Muy insatisfecho,Hombre,3
34,Casado,2037,Bachillerato completo,Insatisfecho,Hombre,4
40,Soltero,2243,Universitario completo,Muy insatisfecho,Hombre,1
30,Soltero,1753,Universitario completo,Muy insatisfecho,Hombre,1
43,Soltero,2243,Universitario completo,Neutro,Mujer,1
34,Soltero,1911,Bachillerato incompleto,Muy satisfecho,Hombre,1
40,Soltero,2764,Bachillerato completo,Insatisfecho,Hombre,1
47,Soltero,4423,Bachillerato completo,Neutro,Hombre,1
64,Casado,1595,Bachillerato incompleto,Insatisfecho,Hombre,2
27,Casado,1706,Bachillerato incompleto,Muy insatisfecho,Mujer,7
48,Casado,3523,Bachillerato completo,Muy satisfecho,Mujer,3
35,Soltero,2259,Bachillerato incompleto,Satisfecho,Hombre,1
62,Casado,2480,Bachillerato completo,Satisfecho,Mujer,3
69,Casado,1500,Bachillerato incompleto,Insatisfecho,Hombre,2
50,Casado,6382,Post-universitario,Muy insatisfecho,Mujer,6
45,Soltero,4771,Universitario completo,Satisfecho,Mujer,3
48,Soltero,1864,Bachillerato incompleto,Insatisfecho,Mujer,1
59,Casado,1974,Bachillerato incompleto,Neutro,Mujer,2
47,Soltero,1800,Universitario completo,Muy insatisfecho,Mujer,2
25,Casado,1690,Bachillerato incompleto,Muy insatisfecho,Mujer,3
52,Casado,2906,Bachillerato incompleto,Muy satisfecho,Mujer,2
31,Soltero,1832,Bachillerato incompleto,Neutro,Mujer,3
31,Casado,2180,Universitario incompleto,Insatisfecho,Mujer,4
52,Soltero,2069,Bachillerato completo,Muy insatisfecho,Hombre,1
49,Soltero,3854,Bachillerato completo,Muy satisfecho,Mujer,1
41,Casado,2259,Universitario completo,Neutro,Hombre,2
48,Casado,2290,Bachillerato completo,Neutro,Mujer,2
40,Soltero,1674,Universitario completo,Neutro,Hombre,2
41,Casado,2401,Universitario incompleto,Neutro,Hombre,6
24,Soltero,2101,Bachillerato completo,Muy insatisfecho,Mujer,1
49,Casado,3286,Bachillerato completo,Muy satisfecho,Hombre,3
31,Casado,2259,Bachillerato completo,Satisfecho,Hombre,3
52,Soltero,1816,Bachillerato completo,Neutro,Mujer,1
72,Casado,1832,Bachillerato completo,Muy insatisfecho,Hombre,2
56,Soltero,8136,Universitario completo,Muy satisfecho,Mujer,1
48,Soltero,2906,Bachillerato completo,Muy satisfecho,Mujer,1
42,Soltero,2511,Universitario incompleto,Muy satisfecho,Hombre,2
53,Soltero,2654,Bachillerato incompleto,Muy satisfecho,Hombre,1
29,Casado,1674,Bachillerato completo,Muy insatisfecho,Mujer,3
67,Soltero,1927,Bachillerato completo,Muy satisfecho,Hombre,1
53,Casado,3333,Bachillerato completo,Muy satisfecho,Mujer,2
47,Casado,3286,Bachillerato incompleto,Satisfecho,Hombre,5
50,Casado,5624,Universitario completo,Insatisfecho,Hombre,2
46,Soltero,2101,Universitario completo,Neutro,Hombre,1
33,Soltero,2290,Universitario completo,Neutro,Mujer,6
39,Soltero,2353,Bachillerato incompleto,Muy satisfecho,Hombre,1
58,Casado,2701,Bachillerato completo,Satisfecho,Mujer,2
72,Casado,4202,Universitario completo,Muy satisfecho,Mujer,2
65,Soltero,4202,Bachillerato incompleto,Muy satisfecho,Hombre,1
40,Casado,2748,Post-universitario,Neutro,Mujer,4
24,Casado,1848,Universitario completo,Insatisfecho,Mujer,4
40,Soltero,1958,Bachillerato completo,Muy insatisfecho,Hombre,1
26,Soltero,1958,Bachillerato incompleto,Neutro,Hombre,1
34,Soltero,1627,Bachillerato incompleto,Insatisfecho,Hombre,1
21,Casado,1674,Universitario incompleto,Insatisfecho,Hombre,3
43,Casado,2385,Post-universitario,Insatisfecho,Mujer,5
49,Soltero,2006,Universitario incompleto,Neutro,Hombre,1
28,Soltero,1674,Universitario incompleto,Insatisfecho,Hombre,1
59,Soltero,2195,Bachillerato incompleto,Satisfecho,Hombre,1
58,Casado,1627,Universitario incompleto,Neutro,Mujer,2
52,Soltero,2985,Universitario incompleto,Neutro,Mujer,1
49,Soltero,2338,Universitario completo,Insatisfecho,Hombre,1
43,Soltero,4897,Universitario completo,Insatisfecho,Mujer,2
38,Soltero,1864,Post-universitario,Neutro,Mujer,1
45,Soltero,2164,Universitario incompleto,Satisfecho,Hombre,2
54,Soltero,1832,Bachillerato completo,Neutro,Hombre,1
35,Casado,3064,Bachillerato completo,Satisfecho,Hombre,4
57,Soltero,2101,Bachillerato incompleto,Satisfecho,Mujer,2
51,Soltero,2843,Universitario incompleto,Muy satisfecho,Hombre,1
45,Casado,1974,Bachillerato incompleto,Muy insatisfecho,Mujer,3
38,Soltero,3222,Bachillerato completo,Insatisfecho,Mujer,1
21,Soltero,1737,Universitario incompleto,Neutro,Hombre,1
71,Soltero,2259,Universitario completo,Muy satisfecho,Mujer,1
31,Soltero,1674,Bachillerato incompleto,Neutro,Mujer,1
61,Soltero,10601,Bachillerato completo,Muy satisfecho,Mujer,1
36,Soltero,3380,Universitario completo,Neutro,Mujer,1
47,Soltero,2037,Universitario completo,Neutro,Hombre,2
26,Soltero,1642,Bachillerato incompleto,Muy satisfecho,Mujer,1
40,Soltero,1706,Post-universitario,Muy insatisfecho,Mujer,1
40,Casado,2085,Universitario completo,Neutro,Hombre,5
22,Soltero,1721,Universitario completo,Muy insatisfecho,Hombre,2
73,Casado,9685,Bachillerato incompleto,Muy satisfecho,Hombre,5
46,Soltero,2069,Universitario completo,Satisfecho,Mujer,1
41,Casado,2195,Universitario incompleto,Insatisfecho,Mujer,5
44,Soltero,3365,Universitario completo,Muy satisfecho,Mujer,1
30,Casado,1753,Universitario incompleto,Neutro,Mujer,5
31,Casado,1911,Universitario completo,Insatisfecho,Mujer,5
64,Casado,7283,Universitario incompleto,Satisfecho,Hombre,2
32,Casado,2148,Universitario completo,Satisfecho,Hombre,4
35,Soltero,2622,Post-universitario,Satisfecho,Mujer,2
57,Soltero,3033,Bachillerato incompleto,Insatisfecho,Mujer,1
43,Soltero,2085,Bachillerato incompleto,Satisfecho,Mujer,1
65,Casado,1895,Universitario incompleto,Insatisfecho,Hombre,2
29,Soltero,1706,Bachillerato completo,Muy satisfecho,Mujer,1
45,Soltero,1879,Bachillerato completo,Muy insatisfecho,Mujer,1
37,Soltero,1737,Universitario completo,Satisfecho,Mujer,1
60,Soltero,8041,Universitario incompleto,Insatisfecho,Mujer,1
43,Soltero,3064,Post-universitario,Muy satisfecho,Hombre,1
44,Soltero,2211,Universitario incompleto,Neutro,Mujer,1
53,Casado,2132,Bachillerato completo,Insatisfecho,Mujer,2
54,Soltero,4249,Bachillerato completo,Muy satisfecho,Hombre,1
41,Casado,2164,Bachillerato completo,Muy satisfecho,Mujer,5
29,Soltero,2543,Bachillerato completo,Muy satisfecho,Hombre,1
43,Casado,2180,Bachillerato completo,Satisfecho,Mujer,4
53,Soltero,3380,Universitario incompleto,Muy satisfecho,Hombre,1
25,Soltero,1848,Universitario completo,Muy insatisfecho,Mujer,1
61,Soltero,2116,Bachillerato completo,Insatisfecho,Mujer,1
33,Soltero,2006,Universitario completo,Insatisfecho,Hombre,1
49,Casado,1721,Universitario incompleto,Insatisfecho,Hombre,3
35,Casado,2227,Universitario completo,Satisfecho,Hombre,2
39,Soltero,1674,Universitario incompleto,Neutro,Hombre,1
24,Soltero,1690,Universitario completo,Muy insatisfecho,Hombre,2
66,Casado,1516,Bachillerato completo,Neutro,Hombre,2
51,Soltero,5103,Universitario completo,Muy satisfecho,Mujer,1
47,Soltero,4407,Post-universitario,Muy satisfecho,Mujer,1
55,Soltero,2717,Universitario incompleto,Satisfecho,Mujer,1
51,Soltero,1895,Bachillerato completo,Insatisfecho,Hombre,4
23,Soltero,1848,Universitario incompleto,Muy insatisfecho,Mujer,4
24,Soltero,1785,Universitario completo,Muy insatisfecho,Hombre,5
60,Casado,2053,Bachillerato completo,Satisfecho,Mujer,2
26,Casado,1642,Universitario incompleto,Muy insatisfecho,Mujer,3
38,Soltero,2069,Universitario incompleto,Neutro,Hombre,2
33,Soltero,1879,Universitario completo,Insatisfecho,Hombre,1
60,Casado,1943,Bachillerato incompleto,Muy satisfecho,Hombre,2
47,Casado,1816,Bachillerato completo,Insatisfecho,Mujer,2
25,Soltero,1864,Universitario incompleto,Muy insatisfecho,Hombre,1
49,Casado,6351,Universitario incompleto,Satisfecho,Hombre,2
43,Casado,2101,Bachillerato completo,Muy insatisfecho,Mujer,7
62,Soltero,1548,Bachillerato incompleto,Insatisfecho,Hombre,1
36,Casado,1974,Post-universitario,Insatisfecho,Mujer,5
43,Soltero,1879,Bachillerato completo,Insatisfecho,Mujer,1
49,Casado,2022,Universitario completo,Insatisfecho,Hombre,2
68,Soltero,3270,Bachillerato incompleto,Neutro,Mujer,1
66,Casado,3238,Bachillerato completo,Muy satisfecho,Hombre,2
23,Soltero,1864,Bachillerato incompleto,Insatisfecho,Hombre,3
47,Soltero,1879,Bachillerato completo,Muy satisfecho,Mujer,1
48,Casado,1990,Universitario completo,Neutro,Hombre,2
25,Casado,1879,Universitario incompleto,Muy insatisfecho,Hombre,5
25,Casado,1627,Bachillerato incompleto,Insatisfecho,Mujer,3
39,Casado,1958,Bachillerato incompleto,Satisfecho,Mujer,2
41,Soltero,1879,Bachillerato completo,Muy insatisfecho,Hombre,1
35,Casado,1769,Bachillerato completo,Neutro,Mujer,4
33,Casado,3159,Bachillerato completo,Muy satisfecho,Mujer,4
57,Soltero,3744,Bachillerato completo,Satisfecho,Mujer,1
35,Soltero,2053,Bachillerato incompleto,Muy satisfecho,Mujer,2
62,Casado,8658,Bachillerato incompleto,Muy satisfecho,Hombre,2
30,Casado,1958,Bachillerato completo,Insatisfecho,Hombre,3
32,Soltero,2227,Bachillerato completo,Neutro,Hombre,2
41,Soltero,3049,Bachillerato completo,Neutro,Hombre,5
66,Casado,1595,Bachillerato incompleto,Satisfecho,Hombre,2
36,Soltero,2906,Universitario completo,Satisfecho,Hombre,2
33,Casado,1658,Universitario completo,Muy insatisfecho,Mujer,4
54,Casado,2116,Bachillerato completo,Satisfecho,Hombre,3
35,Soltero,1864,Bachillerato incompleto,Muy satisfecho,Hombre,3
37,Soltero,1690,Universitario completo,Satisfecho,Mujer,1
40,Soltero,2701,Bachillerato completo,Muy insatisfecho,Hombre,1
63,Casado,4155,Universitario completo,Muy satisfecho,Hombre,2
28,Soltero,1690,Universitario incompleto,Muy satisfecho,Mujer,1
43,Casado,3696,Bachillerato completo,Satisfecho,Hombre,4
48,Casado,4076,Bachillerato completo,Neutro,Mujer,2
47,Soltero,2970,Bachillerato incompleto,Satisfecho,Mujer,1
49,Casado,2859,Universitario completo,Muy satisfecho,Mujer,2
32,Casado,1848,Universitario completo,Muy satisfecho,Hombre,5
48,Casado,2970,Bachillerato incompleto,Neutro,Mujer,4
40,Casado,1721,Bachillerato incompleto,Insatisfecho,Mujer,4
54,Soltero,1785,Bachillerato incompleto,Muy insatisfecho,Hombre,1
41,Soltero,2859,Post-universitario,Insatisfecho,Hombre,1
50,Casado,3997,Post-universitario,Neutro,Hombre,2
29,Casado,1832,Universitario completo,Neutro,Mujer,5
38,Casado,2322,Universitario incompleto,Insatisfecho,Hombre,4
34,Soltero,1879,Universitario incompleto,Muy insatisfecho,Hombre,3
27,Soltero,1832,Bachillerato completo,Muy satisfecho,Hombre,1
23,Casado,2227,Universitario completo,Insatisfecho,Hombre,6
57,Soltero,2037,Universitario incompleto,Muy satisfecho,Hombre,1
28,Soltero,1895,Bachillerato completo,Neutro,Hombre,1
55,Casado,1753,Bachillerato incompleto,Neutro,Mujer,6
50,Casado,3049,Bachillerato completo,Muy satisfecho,Mujer,4
19,Casado,1990,Bachillerato completo,Neutro,Hombre,5
24,Casado,1769,Universitario completo,Neutro,Mujer,3
18,Soltero,1563,Bachillerato incompleto,Neutro,Mujer,3
36,Casado,2148,Bachillerato incompleto,Satisfecho,Hombre,8
61,Soltero,5972,Bachillerato incompleto,Satisfecho,Mujer,1
34,Soltero,2764,Bachillerato incompleto,Muy satisfecho,Hombre,2
38,Soltero,3602,Post-universitario,Satisfecho,Hombre,1
33,Casado,1816,Bachillerato incompleto,Satisfecho,Mujer,3
48,Soltero,5482,Universitario completo,Insatisfecho,Hombre,3
28,Casado,1737,Bachillerato completo,Insatisfecho,Hombre,2
39,Soltero,2954,Bachillerato incompleto,Muy satisfecho,Hombre,1
32,Casado,1816,Universitario completo,Satisfecho,Mujer,5
38,Casado,2575,Bachillerato completo,Muy satisfecho,Mujer,3
21,Soltero,1658,Universitario incompleto,Insatisfecho,Mujer,3
